Date,Home,Away,Time
Tuesday 3 December 2024,Panathinaikos Aktor Athens,FC Barcelona,21:15
Tuesday 3 December 2024,Baskonia Vitoria-Gasteiz,Fenerbahce Beko Istanbul,20:30
Tuesday 3 December 2024,Partizan Mozzart Bet Belgrade,Zalgiris Kaunas,20:30
Wednesday 4 December 2024,AS Monaco,Olympiacos Piraeus,19:00
Wednesday 4 December 2024,EA7 Emporio Armani Milan,Crvena Zvezda Meridianbet Belgrade,20:30
Wednesday 4 December 2024,Virtus Segafredo Bologna,Alba Berlin,20:45
Thursday 5 December 2024,Zalgiris Kaunas,Anadolu Efes Istanbul,20:00
Thursday 5 December 2024,Maccabi Playtika Tel Aviv,FC Barcelona,20:05
Thursday 5 December 2024,FC Bayern Munich,Baskonia Vitoria-Gasteiz,20:30
Thursday 5 December 2024,Partizan Mozzart Bet Belgrade,Panathinaikos Aktor Athens,20:30
Thursday 5 December 2024,Real Madrid,Fenerbahce Beko Istanbul,20:45
Friday 6 December 2024,AS Monaco,Alba Berlin,19:00
Friday 6 December 2024,Olympiacos Piraeus,Paris Basketball,21:15
Friday 6 December 2024,Virtus Segafredo Bologna,Crvena Zvezda Meridianbet Belgrade,20:30
Friday 6 December 2024,EA7 Emporio Armani Milan,LDLC ASVEL Villeurbanne,20:45
Thursday 12 December 2024,Fenerbahce Beko Istanbul,AS Monaco,20:45
Thursday 12 December 2024,Alba Berlin,Partizan Mozzart Bet Belgrade,19:00
Thursday 12 December 2024,Baskonia Vitoria-Gasteiz,Virtus Segafredo Bologna,20:30
Thursday 12 December 2024,FC Bayern Munich,Maccabi Playtika Tel Aviv,20:45
Thursday 12 December 2024,Real Madrid,Zalgiris Kaunas,20:45
Friday 13 December 2024,Anadolu Efes Istanbul,Panathinaikos Aktor Athens,20:30
Friday 13 December 2024,Crvena Zvezda Meridianbet Belgrade,Olympiacos Piraeus,20:30
Friday 13 December 2024,FC Barcelona,EA7 Emporio Armani Milan,20:30
Friday 13 December 2024,LDLC ASVEL Villeurbanne,Paris Basketball,21:00
Tuesday 17 December 2024,AS Monaco,FC Bayern Munich,19:00
Tuesday 17 December 2024,Maccabi Playtika Tel Aviv,Baskonia Vitoria-Gasteiz,20:05
Tuesday 17 December 2024,Panathinaikos Aktor Athens,EA7 Emporio Armani Milan,21:15
Tuesday 17 December 2024,FC Barcelona,Fenerbahce Beko Istanbul,20:30
Tuesday 17 December 2024,Paris Basketball,Real Madrid,20:30
Tuesday 17 December 2024,Alba Berlin,Zalgiris Kaunas,20:45
Wednesday 18 December 2024,Anadolu Efes Istanbul,Crvena Zvezda Meridianbet Belgrade,20:30
Wednesday 18 December 2024,Olympiacos Piraeus,Virtus Segafredo Bologna,21:15
Wednesday 18 December 2024,Partizan Mozzart Bet Belgrade,LDLC ASVEL Villeurbanne,20:30
Thursday 19 December 2024,Panathinaikos Aktor Athens,Baskonia Vitoria-Gasteiz,21:15
Thursday 19 December 2024,Paris Basketball,Fenerbahce Beko Istanbul,20:30
Thursday 19 December 2024,Real Madrid,AS Monaco,20:45
Friday 20 December 2024,Anadolu Efes Istanbul,Partizan Mozzart Bet Belgrade,20:30
Friday 20 December 2024,Zalgiris Kaunas,LDLC ASVEL Villeurbanne,20:00
Friday 20 December 2024,Virtus Segafredo Bologna,FC Barcelona,20:00
Friday 20 December 2024,Crvena Zvezda Meridianbet Belgrade,Maccabi Playtika Tel Aviv,20:00
Friday 20 December 2024,Olympiacos Piraeus,Alba Berlin,21:15
Friday 20 December 2024,EA7 Emporio Armani Milan,FC Bayern Munich,21:00
Thursday 26 December 2024,AS Monaco,Anadolu Efes Istanbul,19:00
Thursday 26 December 2024,Alba Berlin,Real Madrid,20:00
Thursday 26 December 2024,Maccabi Playtika Tel Aviv,Zalgiris Kaunas,20:05
Thursday 26 December 2024,EA7 Emporio Armani Milan,Olympiacos Piraeus,20:30
Friday 27 December 2024,FC Barcelona,Crvena Zvezda Meridianbet Belgrade,20:30
Friday 27 December 2024,Partizan Mozzart Bet Belgrade,Fenerbahce Beko Istanbul,20:30
Friday 27 December 2024,Baskonia Vitoria-Gasteiz,Paris Basketball,20:30
Friday 27 December 2024,FC Bayern Munich,Panathinaikos Aktor Athens,20:30
Friday 27 December 2024,Virtus Segafredo Bologna,LDLC ASVEL Villeurbanne,20:30
Thursday 2 January 2025,Zalgiris Kaunas,Olympiacos Piraeus,20:00
Thursday 2 January 2025,Alba Berlin,AS Monaco,20:00
Thursday 2 January 2025,LDLC ASVEL Villeurbanne,EA7 Emporio Armani Milan,20:00
Thursday 2 January 2025,Baskonia Vitoria-Gasteiz,Crvena Zvezda Meridianbet Belgrade,20:30
Friday 3 January 2025,Fenerbahce Beko Istanbul,Anadolu Efes Istanbul,20:45
Friday 3 January 2025,Panathinaikos Aktor Athens,Virtus Segafredo Bologna,21:15
Friday 3 January 2025,Paris Basketball,FC Barcelona,20:15
Friday 3 January 2025,Partizan Mozzart Bet Belgrade,Maccabi Playtika Tel Aviv,20:30
Friday 3 January 2025,Real Madrid,FC Bayern Munich,21:00
Thursday 9 January 2025,Fenerbahce Beko Istanbul,Alba Berlin,20:45
Thursday 9 January 2025,AS Monaco,FC Barcelona,19:00
Thursday 9 January 2025,Maccabi Playtika Tel Aviv,EA7 Emporio Armani Milan,20:05
Thursday 9 January 2025,Panathinaikos Aktor Athens,Partizan Mozzart Bet Belgrade,21:15
Friday 10 January 2025,Anadolu Efes Istanbul,LDLC ASVEL Villeurbanne,20:30
Friday 10 January 2025,Zalgiris Kaunas,Real Madrid,20:00
Friday 10 January 2025,Crvena Zvezda Meridianbet Belgrade,Paris Basketball,20:00
Friday 10 January 2025,Olympiacos Piraeus,FC Bayern Munich,21:15
Friday 10 January 2025,Virtus Segafredo Bologna,Baskonia Vitoria-Gasteiz,20:45
Tuesday 14 January 2025,LDLC ASVEL Villeurbanne,Partizan Mozzart Bet Belgrade,20:00
Tuesday 14 January 2025,Baskonia Vitoria-Gasteiz,Olympiacos Piraeus,20:30
Tuesday 14 January 2025,EA7 Emporio Armani Milan,Alba Berlin,20:30
Tuesday 14 January 2025,Paris Basketball,Anadolu Efes Istanbul,20:30
Tuesday 14 January 2025,Real Madrid,Maccabi Playtika Tel Aviv,20:45
Wednesday 15 January 2025,Zalgiris Kaunas,Virtus Segafredo Bologna,20:00
Wednesday 15 January 2025,Crvena Zvezda Meridianbet Belgrade,Fenerbahce Beko Istanbul,20:00
Wednesday 15 January 2025,FC Barcelona,Panathinaikos Aktor Athens,20:30
Wednesday 15 January 2025,FC Bayern Munich,AS Monaco,20:30
Thursday 16 January 2025,LDLC ASVEL Villeurbanne,Alba Berlin,20:00
Thursday 16 January 2025,EA7 Emporio Armani Milan,Partizan Mozzart Bet Belgrade,20:30
Thursday 16 January 2025,Paris Basketball,Maccabi Playtika Tel Aviv,20:30
Thursday 16 January 2025,Real Madrid,Olympiacos Piraeus,20:45
Friday 17 January 2025,Fenerbahce Beko Istanbul,Zalgiris Kaunas,20:45
Friday 17 January 2025,Crvena Zvezda Meridianbet Belgrade,AS Monaco,20:00
Friday 17 January 2025,Baskonia Vitoria-Gasteiz,Panathinaikos Aktor Athens,20:30
Friday 17 January 2025,FC Bayern Munich,Virtus Segafredo Bologna,20:30
Friday 17 January 2025,FC Barcelona,Anadolu Efes Istanbul,20:45
Thursday 23 January 2025,Anadolu Efes Istanbul,EA7 Emporio Armani Milan,20:30
Thursday 23 January 2025,Maccabi Playtika Tel Aviv,Crvena Zvezda Meridianbet Belgrade,20:05
Thursday 23 January 2025,Panathinaikos Aktor Athens,Zalgiris Kaunas,21:15
Thursday 23 January 2025,Virtus Segafredo Bologna,AS Monaco,20:30
Thursday 23 January 2025,Real Madrid,Baskonia Vitoria-Gasteiz,20:45
Friday 24 January 2025,Alba Berlin,FC Bayern Munich,20:00
Friday 24 January 2025,LDLC ASVEL Villeurbanne,FC Barcelona,20:00
Friday 24 January 2025,Olympiacos Piraeus,Fenerbahce Beko Istanbul,21:15
Friday 24 January 2025,Partizan Mozzart Bet Belgrade,Paris Basketball,20:30
Thursday 30 January 2025,Zalgiris Kaunas,FC Bayern Munich,20:00
Thursday 30 January 2025,Maccabi Playtika Tel Aviv,Alba Berlin,20:05
Thursday 30 January 2025,Baskonia Vitoria-Gasteiz,FC Barcelona,20:30
Thursday 30 January 2025,EA7 Emporio Armani Milan,Panathinaikos Aktor Athens,20:30
Thursday 30 January 2025,Paris Basketball,LDLC ASVEL Villeurbanne,20:30
Friday 31 January 2025,Fenerbahce Beko Istanbul,Virtus Segafredo Bologna,20:30
Friday 31 January 2025,AS Monaco,Real Madrid,19:00
Friday 31 January 2025,Olympiacos Piraeus,Anadolu Efes Istanbul,21:15
Friday 31 January 2025,Partizan Mozzart Bet Belgrade,Crvena Zvezda Meridianbet Belgrade,20:30
Tuesday 4 February 2025,Anadolu Efes Istanbul,Real Madrid,20:30
Tuesday 4 February 2025,Zalgiris Kaunas,Alba Berlin,20:00
Tuesday 4 February 2025,Crvena Zvezda Meridianbet Belgrade,LDLC ASVEL Villeurbanne,20:00
Tuesday 4 February 2025,Panathinaikos Aktor Athens,Fenerbahce Beko Istanbul,21:15
Tuesday 4 February 2025,FC Bayern Munich,EA7 Emporio Armani Milan,20:45
Wednesday 5 February 2025,AS Monaco,Baskonia Vitoria-Gasteiz,19:00
Wednesday 5 February 2025,FC Barcelona,Maccabi Playtika Tel Aviv,20:30
Wednesday 5 February 2025,Paris Basketball,Olympiacos Piraeus,20:30
Wednesday 5 February 2025,Virtus Segafredo Bologna,Partizan Mozzart Bet Belgrade,20:30
Thursday 6 February 2025,Fenerbahce Beko Istanbul,Real Madrid,20:30
Thursday 6 February 2025,Alba Berlin,Crvena Zvezda Meridianbet Belgrade,19:00
Thursday 6 February 2025,Zalgiris Kaunas,EA7 Emporio Armani Milan,20:00
Thursday 6 February 2025,Panathinaikos Aktor Athens,Anadolu Efes Istanbul,21:15
Thursday 6 February 2025,FC Bayern Munich,LDLC ASVEL Villeurbanne,20:30
Friday 7 February 2025,AS Monaco,Partizan Mozzart Bet Belgrade,19:00
Friday 7 February 2025,Baskonia Vitoria-Gasteiz,Maccabi Playtika Tel Aviv,20:30
Friday 7 February 2025,FC Barcelona,Olympiacos Piraeus,20:30
Friday 7 February 2025,Virtus Segafredo Bologna,Paris Basketball,20:30
Thursday 27 February 2025,Crvena Zvezda Meridianbet Belgrade,Zalgiris Kaunas,20:00
Thursday 27 February 2025,Maccabi Playtika Tel Aviv,Fenerbahce Beko Istanbul,20:05
Thursday 27 February 2025,EA7 Emporio Armani Milan,AS Monaco,20:30
Thursday 27 February 2025,Paris Basketball,FC Bayern Munich,20:30
Thursday 27 February 2025,Real Madrid,FC Barcelona,20:45
Friday 28 February 2025,Anadolu Efes Istanbul,Alba Berlin,20:30
Friday 28 February 2025,Virtus Segafredo Bologna,Olympiacos Piraeus,20:00
Friday 28 February 2025,Partizan Mozzart Bet Belgrade,Baskonia Vitoria-Gasteiz,20:30
Friday 28 February 2025,LDLC ASVEL Villeurbanne,Panathinaikos Aktor Athens,21:00
Wednesday 5 March 2025,Paris Basketball,AS Monaco,20:30
Thursday 6 March 2025,Panathinaikos Aktor Athens,Real Madrid,21:15
Thursday 6 March 2025,Baskonia Vitoria-Gasteiz,Zalgiris Kaunas,20:30
Thursday 6 March 2025,EA7 Emporio Armani Milan,Fenerbahce Beko Istanbul,20:30
Thursday 6 March 2025,FC Bayern Munich,Crvena Zvezda Meridianbet Belgrade,20:30
Friday 7 March 2025,Anadolu Efes Istanbul,Virtus Segafredo Bologna,20:30
Friday 7 March 2025,LDLC ASVEL Villeurbanne,Maccabi Playtika Tel Aviv,20:00
Friday 7 March 2025,Olympiacos Piraeus,Partizan Mozzart Bet Belgrade,21:15
Thursday 13 March 2025,Fenerbahce Beko Istanbul,LDLC ASVEL Villeurbanne,20:45
Thursday 13 March 2025,Zalgiris Kaunas,Paris Basketball,20:00
Thursday 13 March 2025,Alba Berlin,Baskonia Vitoria-Gasteiz,20:00
Thursday 13 March 2025,Maccabi Playtika Tel Aviv,AS Monaco,20:05
Thursday 13 March 2025,Virtus Segafredo Bologna,Real Madrid,20:30
Friday 14 March 2025,Crvena Zvezda Meridianbet Belgrade,EA7 Emporio Armani Milan,19:00
Friday 14 March 2025,Olympiacos Piraeus,Panathinaikos Aktor Athens,21:15
Friday 14 March 2025,FC Bayern Munich,Anadolu Efes Istanbul,20:30
Friday 14 March 2025,FC Barcelona,Partizan Mozzart Bet Belgrade,20:45
Tuesday 18 March 2025,Paris Basketball,EA7 Emporio Armani Milan,20:30
Thursday 20 March 2025,AS Monaco,Fenerbahce Beko Istanbul,19:00
Thursday 20 March 2025,Maccabi Playtika Tel Aviv,Virtus Segafredo Bologna,20:05
Thursday 20 March 2025,Olympiacos Piraeus,Crvena Zvezda Meridianbet Belgrade,21:15
Thursday 20 March 2025,Baskonia Vitoria-Gasteiz,FC Bayern Munich,20:30
Thursday 20 March 2025,Real Madrid,LDLC ASVEL Villeurbanne,20:45
Friday 21 March 2025,Panathinaikos Aktor Athens,Alba Berlin,21:15
Friday 21 March 2025,FC Barcelona,Zalgiris Kaunas,20:30
Friday 21 March 2025,Partizan Mozzart Bet Belgrade,Anadolu Efes Istanbul,20:45
Tuesday 25 March 2025,Fenerbahce Beko Istanbul,Paris Basketball,20:45
Tuesday 25 March 2025,AS Monaco,Zalgiris Kaunas,19:00
Tuesday 25 March 2025,FC Barcelona,FC Bayern Munich,20:30
Tuesday 25 March 2025,LDLC ASVEL Villeurbanne,Olympiacos Piraeus,20:45
Tuesday 25 March 2025,Partizan Mozzart Bet Belgrade,Alba Berlin,20:45
Tuesday 25 March 2025,Real Madrid,EA7 Emporio Armani Milan,20:45
Wednesday 26 March 2025,Anadolu Efes Istanbul,Baskonia Vitoria-Gasteiz,20:30
Wednesday 26 March 2025,Crvena Zvezda Meridianbet Belgrade,Virtus Segafredo Bologna,20:00
Wednesday 26 March 2025,Maccabi Playtika Tel Aviv,Panathinaikos Aktor Athens,20:05
Thursday 27 March 2025,LDLC ASVEL Villeurbanne,Zalgiris Kaunas,20:00
Thursday 27 March 2025,Olympiacos Piraeus,AS Monaco,21:15
Thursday 27 March 2025,EA7 Emporio Armani Milan,FC Barcelona,20:30
Thursday 27 March 2025,FC Bayern Munich,Partizan Mozzart Bet Belgrade,20:30
Friday 28 March 2025,Anadolu Efes Istanbul,Maccabi Playtika Tel Aviv,20:30
Friday 28 March 2025,Fenerbahce Beko Istanbul,Baskonia Vitoria-Gasteiz,20:45
Friday 28 March 2025,Alba Berlin,Virtus Segafredo Bologna,20:00
Friday 28 March 2025,Crvena Zvezda Meridianbet Belgrade,Real Madrid,20:00
Friday 28 March 2025,Panathinaikos Aktor Athens,Paris Basketball,21:15
Wednesday 2 April 2025,Fenerbahce Beko Istanbul,FC Barcelona,20:45
Thursday 3 April 2025,AS Monaco,Panathinaikos Aktor Athens,19:00
Thursday 3 April 2025,Zalgiris Kaunas,Partizan Mozzart Bet Belgrade,20:00
Thursday 3 April 2025,Maccabi Playtika Tel Aviv,FC Bayern Munich,20:05
Thursday 3 April 2025,Real Madrid,Paris Basketball,21:00
Friday 4 April 2025,Alba Berlin,Olympiacos Piraeus,20:00
Friday 4 April 2025,Crvena Zvezda Meridianbet Belgrade,Anadolu Efes Istanbul,20:00
Friday 4 April 2025,Baskonia Vitoria-Gasteiz,LDLC ASVEL Villeurbanne,20:30
Friday 4 April 2025,Virtus Segafredo Bologna,EA7 Emporio Armani Milan,20:30
Thursday 10 April 2025,FC Bayern Munich,Fenerbahce Beko Istanbul,20:00
Thursday 10 April 2025,Olympiacos Piraeus,Maccabi Playtika Tel Aviv,21:15
Thursday 10 April 2025,EA7 Emporio Armani Milan,Baskonia Vitoria-Gasteiz,20:30
Thursday 10 April 2025,Partizan Mozzart Bet Belgrade,Real Madrid,20:30
Thursday 10 April 2025,Paris Basketball,Alba Berlin,20:45
Friday 11 April 2025,Anadolu Efes Istanbul,Zalgiris Kaunas,20:30
Friday 11 April 2025,LDLC ASVEL Villeurbanne,AS Monaco,20:00
Friday 11 April 2025,Panathinaikos Aktor Athens,Crvena Zvezda Meridianbet Belgrade,21:15
Friday 11 April 2025,FC Barcelona,Virtus Segafredo Bologna,20:30
