Date,Home,Away,Time
Sunday 3 November 2024,Parma,Genoa,18:00
Sunday 3 November 2024,Torino,Fiorentina,18:00
Sunday 3 November 2024,Udinese,Juventus,18:00
Sunday 10 November 2024,Atalanta,Udinese,18:00
Sunday 10 November 2024,Cagliari,Milan,18:00
Sunday 10 November 2024,Fiorentina,Hellas Verona,18:00
Sunday 10 November 2024,Genoa,Como,18:00
Sunday 10 November 2024,Inter Milan,Napoli,18:00
Sunday 10 November 2024,Juventus,Torino,18:00
Sunday 10 November 2024,Lecce,Empoli,18:00
Sunday 10 November 2024,Monza,Lazio,18:00
Sunday 10 November 2024,Roma,Bologna,18:00
Sunday 10 November 2024,Venezia,Parma,18:00
Sunday 24 November 2024,Como,Fiorentina,18:00
Sunday 24 November 2024,Empoli,Udinese,18:00
Sunday 24 November 2024,Genoa,Cagliari,18:00
Sunday 24 November 2024,Hellas Verona,Inter Milan,18:00
Sunday 24 November 2024,Lazio,Bologna,18:00
Sunday 24 November 2024,Milan,Juventus,18:00
Sunday 24 November 2024,Napoli,Roma,18:00
Sunday 24 November 2024,Parma,Atalanta,18:00
Sunday 24 November 2024,Torino,Monza,18:00
Sunday 24 November 2024,Venezia,Lecce,18:00
Sunday 1 December 2024,Bologna,Venezia,18:00
Sunday 1 December 2024,Cagliari,Hellas Verona,18:00
Sunday 1 December 2024,Como,Monza,18:00
Sunday 1 December 2024,Fiorentina,Inter Milan,18:00
Sunday 1 December 2024,Lecce,Juventus,18:00
Sunday 1 December 2024,Milan,Empoli,18:00
Sunday 1 December 2024,Parma,Lazio,18:00
Sunday 1 December 2024,Roma,Atalanta,18:00
Sunday 1 December 2024,Torino,Napoli,18:00
Sunday 1 December 2024,Udinese,Genoa,18:00
Sunday 8 December 2024,Atalanta,Milan,18:00
Sunday 8 December 2024,Fiorentina,Cagliari,18:00
Sunday 8 December 2024,Genoa,Torino,18:00
Sunday 8 December 2024,Hellas Verona,Empoli,18:00
Sunday 8 December 2024,Inter Milan,Parma,18:00
Sunday 8 December 2024,Juventus,Bologna,18:00
Sunday 8 December 2024,Monza,Udinese,18:00
Sunday 8 December 2024,Napoli,Lazio,18:00
Sunday 8 December 2024,Roma,Lecce,18:00
Sunday 8 December 2024,Venezia,Como,18:00
Sunday 15 December 2024,Bologna,Fiorentina,18:00
Sunday 15 December 2024,Cagliari,Atalanta,18:00
Sunday 15 December 2024,Como,Roma,18:00
Sunday 15 December 2024,Empoli,Torino,18:00
Sunday 15 December 2024,Juventus,Venezia,18:00
Sunday 15 December 2024,Lazio,Inter Milan,18:00
Sunday 15 December 2024,Lecce,Monza,18:00
Sunday 15 December 2024,Milan,Genoa,18:00
Sunday 15 December 2024,Parma,Hellas Verona,18:00
Sunday 15 December 2024,Udinese,Napoli,18:00
Sunday 22 December 2024,Atalanta,Empoli,18:00
Sunday 22 December 2024,Fiorentina,Udinese,18:00
Sunday 22 December 2024,Genoa,Napoli,18:00
Sunday 22 December 2024,Hellas Verona,Milan,18:00
Sunday 22 December 2024,Inter Milan,Como,18:00
Sunday 22 December 2024,Lecce,Lazio,18:00
Sunday 22 December 2024,Monza,Juventus,18:00
Sunday 22 December 2024,Roma,Parma,18:00
Sunday 22 December 2024,Torino,Bologna,18:00
Sunday 22 December 2024,Venezia,Cagliari,18:00
Sunday 29 December 2024,Bologna,Hellas Verona,18:00
Sunday 29 December 2024,Cagliari,Inter Milan,18:00
Sunday 29 December 2024,Como,Lecce,18:00
Sunday 29 December 2024,Empoli,Genoa,18:00
Sunday 29 December 2024,Juventus,Fiorentina,18:00
Sunday 29 December 2024,Lazio,Atalanta,18:00
Sunday 29 December 2024,Milan,Roma,18:00
Sunday 29 December 2024,Napoli,Venezia,18:00
Sunday 29 December 2024,Parma,Monza,18:00
Sunday 29 December 2024,Udinese,Torino,18:00
Sunday 5 January 2025,Atalanta,Juventus,18:00
Sunday 5 January 2025,Como,Milan,18:00
Sunday 5 January 2025,Fiorentina,Napoli,18:00
Sunday 5 January 2025,Hellas Verona,Udinese,18:00
Sunday 5 January 2025,Inter Milan,Bologna,18:00
Sunday 5 January 2025,Lecce,Genoa,18:00
Sunday 5 January 2025,Monza,Cagliari,18:00
Sunday 5 January 2025,Roma,Lazio,18:00
Sunday 5 January 2025,Torino,Parma,18:00
Sunday 5 January 2025,Venezia,Empoli,18:00
Sunday 12 January 2025,Bologna,Roma,18:00
Sunday 12 January 2025,Empoli,Lecce,18:00
Sunday 12 January 2025,Genoa,Parma,18:00
Sunday 12 January 2025,Lazio,Como,18:00
Sunday 12 January 2025,Milan,Cagliari,18:00
Sunday 12 January 2025,Monza,Fiorentina,18:00
Sunday 12 January 2025,Napoli,Hellas Verona,18:00
Sunday 12 January 2025,Torino,Juventus,18:00
Sunday 12 January 2025,Udinese,Atalanta,18:00
Sunday 12 January 2025,Venezia,Inter Milan,18:00
Sunday 19 January 2025,Atalanta,Napoli,18:00
Sunday 19 January 2025,Bologna,Monza,18:00
Sunday 19 January 2025,Cagliari,Lecce,18:00
Sunday 19 January 2025,Como,Udinese,18:00
Sunday 19 January 2025,Fiorentina,Torino,18:00
Sunday 19 January 2025,Hellas Verona,Lazio,18:00
Sunday 19 January 2025,Inter Milan,Empoli,18:00
Sunday 19 January 2025,Juventus,Milan,18:00
Sunday 19 January 2025,Parma,Venezia,18:00
Sunday 19 January 2025,Roma,Genoa,18:00
Sunday 26 January 2025,Como,Atalanta,18:00
Sunday 26 January 2025,Empoli,Bologna,18:00
Sunday 26 January 2025,Genoa,Monza,18:00
Sunday 26 January 2025,Lazio,Fiorentina,18:00
Sunday 26 January 2025,Lecce,Inter Milan,18:00
Sunday 26 January 2025,Milan,Parma,18:00
Sunday 26 January 2025,Napoli,Juventus,18:00
Sunday 26 January 2025,Torino,Cagliari,18:00
Sunday 26 January 2025,Udinese,Roma,18:00
Sunday 26 January 2025,Venezia,Hellas Verona,18:00
Sunday 2 February 2025,Atalanta,Torino,18:00
Sunday 2 February 2025,Bologna,Como,18:00
Sunday 2 February 2025,Cagliari,Lazio,18:00
Sunday 2 February 2025,Fiorentina,Genoa,18:00
Sunday 2 February 2025,Juventus,Empoli,18:00
Sunday 2 February 2025,Milan,Inter Milan,18:00
Sunday 2 February 2025,Monza,Hellas Verona,18:00
Sunday 2 February 2025,Parma,Lecce,18:00
Sunday 2 February 2025,Roma,Napoli,18:00
Sunday 2 February 2025,Udinese,Venezia,18:00
Sunday 9 February 2025,Cagliari,Parma,18:00
Sunday 9 February 2025,Como,Juventus,18:00
Sunday 9 February 2025,Empoli,Milan,18:00
Sunday 9 February 2025,Hellas Verona,Atalanta,18:00
Sunday 9 February 2025,Inter Milan,Fiorentina,18:00
Sunday 9 February 2025,Lazio,Monza,18:00
Sunday 9 February 2025,Lecce,Bologna,18:00
Sunday 9 February 2025,Napoli,Udinese,18:00
Sunday 9 February 2025,Torino,Genoa,18:00
Sunday 9 February 2025,Venezia,Roma,18:00
Sunday 16 February 2025,Atalanta,Cagliari,18:00
Sunday 16 February 2025,Bologna,Torino,18:00
Sunday 16 February 2025,Fiorentina,Como,18:00
Sunday 16 February 2025,Genoa,Venezia,18:00
Sunday 16 February 2025,Juventus,Inter Milan,18:00
Sunday 16 February 2025,Lazio,Napoli,18:00
Sunday 16 February 2025,Milan,Hellas Verona,18:00
Sunday 16 February 2025,Monza,Lecce,18:00
Sunday 16 February 2025,Parma,Roma,18:00
Sunday 16 February 2025,Udinese,Empoli,18:00
Sunday 23 February 2025,Cagliari,Juventus,18:00
Sunday 23 February 2025,Como,Napoli,18:00
Sunday 23 February 2025,Empoli,Atalanta,18:00
Sunday 23 February 2025,Hellas Verona,Fiorentina,18:00
Sunday 23 February 2025,Inter Milan,Genoa,18:00
Sunday 23 February 2025,Lecce,Udinese,18:00
Sunday 23 February 2025,Parma,Bologna,18:00
Sunday 23 February 2025,Roma,Monza,18:00
Sunday 23 February 2025,Torino,Milan,18:00
Sunday 23 February 2025,Venezia,Lazio,18:00
Sunday 2 March 2025,Atalanta,Venezia,18:00
Sunday 2 March 2025,Bologna,Cagliari,18:00
Sunday 2 March 2025,Fiorentina,Lecce,18:00
Sunday 2 March 2025,Genoa,Empoli,18:00
Sunday 2 March 2025,Juventus,Hellas Verona,18:00
Sunday 2 March 2025,Milan,Lazio,18:00
Sunday 2 March 2025,Monza,Torino,18:00
Sunday 2 March 2025,Napoli,Inter Milan,18:00
Sunday 2 March 2025,Roma,Como,18:00
Sunday 2 March 2025,Udinese,Parma,18:00
Sunday 9 March 2025,Cagliari,Genoa,18:00
Sunday 9 March 2025,Como,Venezia,18:00
Sunday 9 March 2025,Empoli,Roma,18:00
Sunday 9 March 2025,Hellas Verona,Bologna,18:00
Sunday 9 March 2025,Inter Milan,Monza,18:00
Sunday 9 March 2025,Juventus,Atalanta,18:00
Sunday 9 March 2025,Lazio,Udinese,18:00
Sunday 9 March 2025,Lecce,Milan,18:00
Sunday 9 March 2025,Napoli,Fiorentina,18:00
Sunday 9 March 2025,Parma,Torino,18:00
Sunday 16 March 2025,Atalanta,Inter Milan,18:00
Sunday 16 March 2025,Bologna,Como,18:00
Sunday 16 March 2025,Fiorentina,Juventus,18:00
Sunday 16 March 2025,Genoa,Lecce,18:00
Sunday 16 March 2025,Milan,Cagliari,18:00
Sunday 16 March 2025,Monza,Parma,18:00
Sunday 16 March 2025,Roma,Napoli,18:00
Sunday 16 March 2025,Torino,Empoli,18:00
Sunday 16 March 2025,Udinese,Hellas Verona,18:00
Sunday 16 March 2025,Venezia,Lazio,18:00
Saturday 30 March 2025,Cagliari,Monza,18:00
Saturday 30 March 2025,Como,Empoli,18:00
Saturday 30 March 2025,Fiorentina,Atalanta,18:00
Saturday 30 March 2025,Hellas Verona,Parma,18:00
Saturday 30 March 2025,Inter Milan,Udinese,18:00
Saturday 30 March 2025,Juventus,Genoa,18:00
Saturday 30 March 2025,Lazio,Torino,18:00
Saturday 30 March 2025,Lecce,Roma,18:00
Saturday 30 March 2025,Milan,Napoli,18:00
Saturday 30 March 2025,Venezia,Bologna,18:00
Sunday 6 April 2025,Atalanta,Cagliari,18:00
Sunday 6 April 2025,Bologna,Torino,18:00
Sunday 6 April 2025,Empoli,Cagliari,18:00
Sunday 6 April 2025,Genoa,Venezia,18:00
Sunday 6 April 2025,Lecce,Venezia,18:00
Sunday 6 April 2025,Milan,Fiorentina,18:00
Sunday 6 April 2025,Monza,Como,18:00
Sunday 6 April 2025,Parma,Inter Milan,18:00
Sunday 6 April 2025,Roma,Juventus,18:00
Sunday 6 April 2025,Torino,Hellas Verona,18:00
Sunday 13 April 2025,Atalanta,Bologna,18:00
Sunday 13 April 2025,Como,Torino,18:00
Sunday 13 April 2025,Fiorentina,Parma,18:00
Sunday 13 April 2025,Hellas Verona,Genoa,18:00
Sunday 13 April 2025,Inter Milan,Cagliari,18:00
Sunday 13 April 2025,Juventus,Lecce,18:00
Sunday 13 April 2025,Lazio,Roma,18:00
Sunday 13 April 2025,Napoli,Empoli,18:00
Sunday 13 April 2025,Udinese,Milan,18:00
Sunday 13 April 2025,Venezia,Monza,18:00
Sunday 20 April 2025,Bologna,Inter Milan,18:00
Sunday 20 April 2025,Cagliari,Fiorentina,18:00
Sunday 20 April 2025,Empoli,Venezia,18:00
Sunday 20 April 2025,Genoa,Lazio,18:00
Sunday 20 April 2025,Lecce,Como,18:00
Sunday 20 April 2025,Milan,Atalanta,18:00
Sunday 20 April 2025,Monza,Napoli,18:00
Sunday 20 April 2025,Parma,Juventus,18:00
Sunday 20 April 2025,Roma,Hellas Verona,18:00
Sunday 20 April 2025,Torino,Udinese,18:00
Sunday 27 April 2025,Atalanta,Lecce,18:00
Sunday 27 April 2025,Como,Genoa,18:00
Sunday 27 April 2025,Fiorentina,Empoli,18:00
Sunday 27 April 2025,Hellas Verona,Cagliari,18:00
Sunday 27 April 2025,Inter Milan,Roma,18:00
Sunday 27 April 2025,Juventus,Monza,18:00
Sunday 27 April 2025,Lazio,Parma,18:00
Sunday 27 April 2025,Napoli,Torino,18:00
Sunday 27 April 2025,Udinese,Bologna,18:00
Sunday 27 April 2025,Venezia,Milan,18:00
Sunday 4 May 2025,Bologna,Juventus,18:00
Sunday 4 May 2025,Cagliari,Udinese,18:00
Sunday 4 May 2025,Empoli,Lazio,18:00
Sunday 4 May 2025,Genoa,Milan,18:00
Sunday 4 May 2025,Inter Milan,Hellas Verona,18:00
Sunday 4 May 2025,Lecce,Napoli,18:00
Sunday 4 May 2025,Monza,Atalanta,18:00
Sunday 4 May 2025,Parma,Como,18:00
Sunday 4 May 2025,Roma,Fiorentina,18:00
Sunday 4 May 2025,Torino,Venezia,18:00
Sunday 11 May 2025,Atalanta,Roma,18:00
Sunday 11 May 2025,Como,Cagliari,18:00
Sunday 11 May 2025,Empoli,Parma,18:00
Sunday 11 May 2025,Hellas Verona,Lecce,18:00
Sunday 11 May 2025,Lazio,Juventus,18:00
Sunday 11 May 2025,Milan,Bolonia,18:00
Sunday 11 May 2025,Napoli,Genoa,18:00
Sunday 11 May 2025,Torino,Inter Milan,18:00
Sunday 11 May 2025,Udinese,Monza,18:00
Sunday 11 May 2025,Venezia,Fiorentina,18:00
Sunday 18 May 2025,Cagliari,Venezia,18:00
Sunday 18 May 2025,Fiorentina,Bologna,18:00
Sunday 18 May 2025,Genoa,Atalanta,18:00
Sunday 18 May 2025,Hellas Verona,Como,18:00
Sunday 18 May 2025,Inter Milan,Lazio,18:00
Sunday 18 May 2025,Juventus,Udinese,18:00
Sunday 18 May 2025,Lecce,Torino,18:00
Sunday 18 May 2025,Monza,Empoli,18:00
Sunday 18 May 2025,Parma,Napoli,18:00
Sunday 18 May 2025,Roma,Milan,18:00
Sunday 25 May 2025,Atalanta,Parma,18:00
Sunday 25 May 2025,Bologna,Genoa,18:00
Sunday 25 May 2025,Como,Inter Milan,18:00
Sunday 25 May 2025,Empoli,Hellas Verona,18:00
Sunday 25 May 2025,Lazio,Lecce,18:00
Sunday 25 May 2025,Milan,Monza,18:00
Sunday 25 May 2025,Napoli,Cagliari,18:00
Sunday 25 May 2025,Torino,Roma,18:00
Sunday 25 May 2025,Udinese,Fiorentina,18:00
Sunday 25 May 2025,Venezia,Juventus,18:00
