Date,Home,Away,Time
Saturday 1 February 2025,Eintracht Frankfurt,VfL Wolfsburg,09:30
Saturday 1 February 2025,1. FC Heidenheim 1846,Borussia Dortmund,09:30
Saturday 1 February 2025,SV Werder Bremen,1. FSV Mainz 05,09:30
Saturday 1 February 2025,1. FC Union Berlin,RB Leipzig,09:30
Saturday 1 February 2025,VfL Bochum 1848,SC Freiburg,09:30
Saturday 1 February 2025,FC St. Pauli,FC Augsburg,09:30
Saturday 8 February 2025,FC Bayern München,SV Werder Bremen,09:30
Saturday 8 February 2025,RB Leipzig,FC St. Pauli,09:30
Saturday 8 February 2025,Borussia Dortmund,VfB Stuttgart,09:30
Saturday 8 February 2025,TSG Hoffenheim,1. FC Union Berlin,09:30
Saturday 8 February 2025,SC Freiburg,1. FC Heidenheim 1846,09:30
Saturday 8 February 2025,VfL Wolfsburg,Bayer 04 Leverkusen,09:30
Saturday 8 February 2025,1. FSV Mainz 05,FC Augsburg,09:30
Saturday 8 February 2025,Borussia Mönchengladbach,Eintracht Frankfurt,09:30
Saturday 8 February 2025,Holstein Kiel,VfL Bochum 1848,09:30
Saturday 15 February 2025,Bayer 04 Leverkusen,FC Bayern München,09:30
Saturday 15 February 2025,VfB Stuttgart,VfL Wolfsburg,09:30
Saturday 15 February 2025,Eintracht Frankfurt,Holstein Kiel,09:30
Saturday 15 February 2025,1. FC Heidenheim 1846,1. FSV Mainz 05,09:30
Saturday 15 February 2025,SV Werder Bremen,TSG Hoffenheim,09:30
Saturday 15 February 2025,FC Augsburg,RB Leipzig,09:30
Saturday 15 February 2025,1. FC Union Berlin,Borussia Mönchengladbach,09:30
Saturday 15 February 2025,VfL Bochum 1848,Borussia Dortmund,09:30
Saturday 15 February 2025,FC St. Pauli,SC Freiburg,09:30
Saturday 22 February 2025,FC Bayern München,Eintracht Frankfurt,09:30
Saturday 22 February 2025,RB Leipzig,1. FC Heidenheim 1846,09:30
Saturday 22 February 2025,Borussia Dortmund,1. FC Union Berlin,09:30
Saturday 22 February 2025,TSG Hoffenheim,VfB Stuttgart,09:30
Saturday 22 February 2025,SC Freiburg,SV Werder Bremen,09:30
Saturday 22 February 2025,VfL Wolfsburg,VfL Bochum 1848,09:30
Saturday 22 February 2025,1. FSV Mainz 05,FC St. Pauli,09:30
Saturday 22 February 2025,Borussia Mönchengladbach,FC Augsburg,09:30
Saturday 22 February 2025,Holstein Kiel,Bayer 04 Leverkusen,09:30
Saturday 1 March 2025,VfB Stuttgart,FC Bayern München,09:30
Saturday 1 March 2025,RB Leipzig,1. FSV Mainz 05,09:30
Saturday 1 March 2025,Eintracht Frankfurt,Bayer 04 Leverkusen,09:30
Saturday 1 March 2025,1. FC Heidenheim 1846,Borussia Mönchengladbach,09:30
Saturday 1 March 2025,SV Werder Bremen,VfL Wolfsburg,09:30
Saturday 1 March 2025,FC Augsburg,SC Freiburg,09:30
Saturday 1 March 2025,1. FC Union Berlin,Holstein Kiel,09:30
Saturday 1 March 2025,VfL Bochum 1848,TSG Hoffenheim,09:30
Saturday 1 March 2025,FC St. Pauli,Borussia Dortmund,09:30
Saturday 8 March 2025,Bayer 04 Leverkusen,SV Werder Bremen,09:30
Saturday 8 March 2025,FC Bayern München,VfL Bochum 1848,09:30
Saturday 8 March 2025,Borussia Dortmund,FC Augsburg,09:30
Saturday 8 March 2025,Eintracht Frankfurt,1. FC Union Berlin,09:30
Saturday 8 March 2025,TSG Hoffenheim,1. FC Heidenheim 1846,09:30
Saturday 8 March 2025,SC Freiburg,RB Leipzig,09:30
Saturday 8 March 2025,VfL Wolfsburg,FC St. Pauli,09:30
Saturday 8 March 2025,Borussia Mönchengladbach,1. FSV Mainz 05,09:30
Saturday 8 March 2025,Holstein Kiel,VfB Stuttgart,09:30
Saturday 15 March 2025,VfB Stuttgart,Bayer 04 Leverkusen,10:30
Saturday 15 March 2025,RB Leipzig,Borussia Dortmund,10:30
Saturday 15 March 2025,1. FC Heidenheim 1846,Holstein Kiel,10:30
Saturday 15 March 2025,SV Werder Bremen,Borussia Mönchengladbach,10:30
Saturday 15 March 2025,FC Augsburg,VfL Wolfsburg,10:30
Saturday 15 March 2025,1. FSV Mainz 05,SC Freiburg,10:30
Saturday 15 March 2025,1. FC Union Berlin,FC Bayern München,10:30
Saturday 15 March 2025,VfL Bochum 1848,Eintracht Frankfurt,10:30
Saturday 15 March 2025,FC St. Pauli,TSG Hoffenheim,10:30
Saturday 29 March 2025,Bayer 04 Leverkusen,VfL Bochum 1848,10:30
Saturday 29 March 2025,FC Bayern München,FC St. Pauli,10:30
Saturday 29 March 2025,Borussia Dortmund,1. FSV Mainz 05,10:30
Saturday 29 March 2025,Eintracht Frankfurt,VfB Stuttgart,10:30
Saturday 29 March 2025,TSG Hoffenheim,FC Augsburg,10:30
Saturday 29 March 2025,SC Freiburg,1. FC Union Berlin,10:30
Saturday 29 March 2025,VfL Wolfsburg,1. FC Heidenheim 1846,10:30
Saturday 29 March 2025,Borussia Mönchengladbach,RB Leipzig,10:30
Saturday 29 March 2025,Holstein Kiel,SV Werder Bremen,10:30
Saturday 5 April 2025,RB Leipzig,TSG Hoffenheim,09:30
Saturday 5 April 2025,1. FC Heidenheim 1846,Bayer 04 Leverkusen,09:30
Saturday 5 April 2025,SV Werder Bremen,Eintracht Frankfurt,09:30
Saturday 5 April 2025,SC Freiburg,Borussia Dortmund,09:30
Saturday 5 April 2025,FC Augsburg,FC Bayern München,09:30
Saturday 5 April 2025,1. FSV Mainz 05,Holstein Kiel,09:30
Saturday 5 April 2025,1. FC Union Berlin,VfL Wolfsburg,09:30
Saturday 5 April 2025,VfL Bochum 1848,VfB Stuttgart,09:30
Saturday 5 April 2025,FC St. Pauli,Borussia Mönchengladbach,09:30
Saturday 12 April 2025,Bayer 04 Leverkusen,1. FC Union Berlin,09:30
Saturday 12 April 2025,VfB Stuttgart,SV Werder Bremen,09:30
Saturday 12 April 2025,FC Bayern München,Borussia Dortmund,09:30
Saturday 12 April 2025,Eintracht Frankfurt,1. FC Heidenheim 1846,09:30
Saturday 12 April 2025,TSG Hoffenheim,1. FSV Mainz 05,09:30
Saturday 12 April 2025,VfL Wolfsburg,RB Leipzig,09:30
Saturday 12 April 2025,Borussia Mönchengladbach,SC Freiburg,09:30
Saturday 12 April 2025,VfL Bochum 1848,FC Augsburg,09:30
Saturday 12 April 2025,Holstein Kiel,FC St. Pauli,09:30
Saturday 19 April 2025,RB Leipzig,Holstein Kiel,09:30
Saturday 19 April 2025,Borussia Dortmund,Borussia Mönchengladbach,09:30
Saturday 19 April 2025,1. FC Heidenheim 1846,FC Bayern München,09:30
Saturday 19 April 2025,SV Werder Bremen,VfL Bochum 1848,09:30
Saturday 19 April 2025,SC Freiburg,TSG Hoffenheim,09:30
Saturday 19 April 2025,FC Augsburg,Eintracht Frankfurt,09:30
Saturday 19 April 2025,1. FSV Mainz 05,VfL Wolfsburg,09:30
Saturday 19 April 2025,1. FC Union Berlin,VfB Stuttgart,09:30
Saturday 19 April 2025,FC St. Pauli,Bayer 04 Leverkusen,09:30
Saturday 26 April 2025,Bayer 04 Leverkusen,FC Augsburg,09:30
Saturday 26 April 2025,VfB Stuttgart,1. FC Heidenheim 1846,09:30
Saturday 26 April 2025,FC Bayern München,1. FSV Mainz 05,09:30
Saturday 26 April 2025,Eintracht Frankfurt,RB Leipzig,09:30
Saturday 26 April 2025,TSG Hoffenheim,Borussia Dortmund,09:30
Saturday 26 April 2025,SV Werder Bremen,FC St. Pauli,09:30
Saturday 26 April 2025,VfL Wolfsburg,SC Freiburg,09:30
Saturday 26 April 2025,VfL Bochum 1848,1. FC Union Berlin,09:30
Saturday 26 April 2025,Holstein Kiel,Borussia Mönchengladbach,09:30
Saturday 3 May 2025,RB Leipzig,FC Bayern München,09:30
Saturday 3 May 2025,Borussia Dortmund,VfL Wolfsburg,09:30
Saturday 3 May 2025,1. FC Heidenheim 1846,VfL Bochum 1848,09:30
Saturday 3 May 2025,SC Freiburg,Bayer 04 Leverkusen,09:30
Saturday 3 May 2025,FC Augsburg,Holstein Kiel,09:30
Saturday 3 May 2025,1. FSV Mainz 05,Eintracht Frankfurt,09:30
Saturday 3 May 2025,Borussia Mönchengladbach,TSG Hoffenheim,09:30
Saturday 3 May 2025,1. FC Union Berlin,SV Werder Bremen,09:30
Saturday 3 May 2025,FC St. Pauli,VfB Stuttgart,09:30
Saturday 10 May 2025,Bayer 04 Leverkusen,Borussia Dortmund,09:30
Saturday 10 May 2025,VfB Stuttgart,FC Augsburg,09:30
Saturday 10 May 2025,FC Bayern München,Borussia Mönchengladbach,09:30
Saturday 10 May 2025,Eintracht Frankfurt,FC St. Pauli,09:30
Saturday 10 May 2025,SV Werder Bremen,RB Leipzig,09:30
Saturday 10 May 2025,VfL Wolfsburg,TSG Hoffenheim,09:30
Saturday 10 May 2025,1. FC Union Berlin,1. FC Heidenheim 1846,09:30
Saturday 10 May 2025,VfL Bochum 1848,1. FSV Mainz 05,09:30
Saturday 10 May 2025,Holstein Kiel,SC Freiburg,09:30
Saturday 17 May 2025,RB Leipzig,VfB Stuttgart,09:30
Saturday 17 May 2025,Borussia Dortmund,Holstein Kiel,09:30
Saturday 17 May 2025,TSG Hoffenheim,FC Bayern München,09:30
Saturday 17 May 2025,1. FC Heidenheim 1846,SV Werder Bremen,09:30
Saturday 17 May 2025,SC Freiburg,Eintracht Frankfurt,09:30
Saturday 17 May 2025,FC Augsburg,1. FC Union Berlin,09:30
Saturday 17 May 2025,1. FSV Mainz 05,Bayer 04 Leverkusen,09:30
Saturday 17 May 2025,Borussia Mönchengladbach,VfL Wolfsburg,09:30
Saturday 17 May 2025,FC St. Pauli,VfL Bochum 1848,09:30
