Date,Home,Away,Time
Thursday 29 August 2024,Chiba Lotte Marines,Saitama Seibu Lions,18:00
Friday 30 August 2024,Chunichi Dragons,Yokohama DeNA BayStars,18:00
Friday 30 August 2024,Hanshin Tigers,Yomiuri Giants,18:00
Friday 30 August 2024,Hiroshima Carp,Tokyo Yakult Swallows,18:00
Friday 30 August 2024,Tohoku Rakuten Golden Eagles,Orix Buffaloes,18:00
Friday 30 August 2024,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,18:00
Friday 30 August 2024,Chiba Lotte Marines,Fukuoka SoftBank Hawks,18:00
Saturday 31 August 2024,Chunichi Dragons,Yokohama DeNA BayStars,14:00
Saturday 31 August 2024,Hanshin Tigers,Yomiuri Giants,18:00
Saturday 31 August 2024,Hiroshima Carp,Tokyo Yakult Swallows,18:00
Saturday 31 August 2024,Tohoku Rakuten Golden Eagles,Orix Buffaloes,18:00
Saturday 31 August 2024,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,17:00
Saturday 31 August 2024,Chiba Lotte Marines,Fukuoka SoftBank Hawks,18:00
Sunday 1 September 2024,Chunichi Dragons,Yokohama DeNA BayStars,13:30
Sunday 1 September 2024,Hanshin Tigers,Yomiuri Giants,18:00
Sunday 1 September 2024,Hiroshima Carp,Tokyo Yakult Swallows,18:00
Sunday 1 September 2024,Tohoku Rakuten Golden Eagles,Orix Buffaloes,16:00
Sunday 1 September 2024,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,17:00
Sunday 1 September 2024,Chiba Lotte Marines,Fukuoka SoftBank Hawks,16:00
Monday 2 September 2024,Tohoku Rakuten Golden Eagles,Orix Buffaloes,18:00
Tuesday 3 September 2024,Yomiuri Giants,Tokyo Yakult Swallows,18:00
Tuesday 3 September 2024,Yokohama DeNA BayStars,Hiroshima Carp,18:00
Tuesday 3 September 2024,Hanshin Tigers,Chunichi Dragons,18:00
Tuesday 3 September 2024,Orix Buffaloes,Saitama Seibu Lions,18:00
Tuesday 3 September 2024,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,18:00
Wednesday 4 September 2024,Yomiuri Giants,Tokyo Yakult Swallows,18:00
Wednesday 4 September 2024,Yokohama DeNA BayStars,Hiroshima Carp,18:00
Wednesday 4 September 2024,Hanshin Tigers,Chunichi Dragons,18:00
Wednesday 4 September 2024,Orix Buffaloes,Saitama Seibu Lions,18:00
Wednesday 4 September 2024,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,18:00
Thursday 5 September 2024,Yomiuri Giants,Tokyo Yakult Swallows,18:00
Thursday 5 September 2024,Yokohama DeNA BayStars,Hiroshima Carp,18:00
Thursday 5 September 2024,Hanshin Tigers,Chunichi Dragons,18:00
Thursday 5 September 2024,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,18:00
Friday 6 September 2024,Tokyo Yakult Swallows,Hanshin Tigers,18:00
Friday 6 September 2024,Hiroshima Carp,Chunichi Dragons,18:00
Friday 6 September 2024,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,18:00
Friday 6 September 2024,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,18:00
Friday 6 September 2024,Fukuoka SoftBank Hawks,Saitama Seibu Lions,18:00
Saturday 7 September 2024,Yomiuri Giants,Yokohama DeNA BayStars,14:00
Saturday 7 September 2024,Tokyo Yakult Swallows,Hanshin Tigers,18:00
Saturday 7 September 2024,Hiroshima Carp,Chunichi Dragons,14:00
Saturday 7 September 2024,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,14:00
Saturday 7 September 2024,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,18:00
Saturday 7 September 2024,Fukuoka SoftBank Hawks,Saitama Seibu Lions,14:00
Sunday 8 September 2024,Yomiuri Giants,Yokohama DeNA BayStars,14:00
Sunday 8 September 2024,Tokyo Yakult Swallows,Hanshin Tigers,17:00
Sunday 8 September 2024,Hiroshima Carp,Chunichi Dragons,13:30
Sunday 8 September 2024,Hokkaido Nippon-Ham Fighters,Orix Buffaloes,13:00
Sunday 8 September 2024,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,17:00
Sunday 8 September 2024,Fukuoka SoftBank Hawks,Saitama Seibu Lions,13:00
Tuesday 10 September 2024,Chunichi Dragons,Tokyo Yakult Swallows,18:00
Tuesday 10 September 2024,Hanshin Tigers,Yokohama DeNA BayStars,18:00
Tuesday 10 September 2024,Hiroshima Carp,Yomiuri Giants,18:00
Tuesday 10 September 2024,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,18:00
Tuesday 10 September 2024,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,18:00
Tuesday 10 September 2024,Orix Buffaloes,Chiba Lotte Marines,18:00
Wednesday 11 September 2024,Chunichi Dragons,Tokyo Yakult Swallows,18:00
Wednesday 11 September 2024,Hanshin Tigers,Yokohama DeNA BayStars,18:00
Wednesday 11 September 2024,Hiroshima Carp,Yomiuri Giants,18:00
Wednesday 11 September 2024,Hokkaido Nippon-Ham Fighters,Saitama Seibu Lions,18:00
Wednesday 11 September 2024,Tohoku Rakuten Golden Eagles,Fukuoka SoftBank Hawks,18:00
Wednesday 11 September 2024,Orix Buffaloes,Chiba Lotte Marines,18:00
Thursday 12 September 2024,Chunichi Dragons,Tokyo Yakult Swallows,18:00
Thursday 12 September 2024,Hanshin Tigers,Yokohama DeNA BayStars,18:00
Thursday 12 September 2024,Hiroshima Carp,Yomiuri Giants,18:00
Thursday 12 September 2024,Saitama Seibu Lions,Tohoku Rakuten Golden Eagles,18:00
Friday 13 September 2024,Tokyo Yakult Swallows,Yomiuri Giants,18:00
Friday 13 September 2024,Yokohama DeNA BayStars,Chunichi Dragons,18:00
Friday 13 September 2024,Hanshin Tigers,Hiroshima Carp,18:00
Friday 13 September 2024,Saitama Seibu Lions,Chiba Lotte Marines,18:00
Friday 13 September 2024,Orix Buffaloes,Fukuoka SoftBank Hawks,18:00
Saturday 14 September 2024,Yomiuri Giants,Tokyo Yakult Swallows,18:00
Saturday 14 September 2024,Yokohama DeNA BayStars,Chunichi Dragons,14:00
Saturday 14 September 2024,Hanshin Tigers,Hiroshima Carp,14:00
Saturday 14 September 2024,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,13:00
Saturday 14 September 2024,Saitama Seibu Lions,Chiba Lotte Marines,18:00
Saturday 14 September 2024,Orix Buffaloes,Fukuoka SoftBank Hawks,18:00
Sunday 15 September 2024,Yomiuri Giants,Chunichi Dragons,18:00
Sunday 15 September 2024,Hanshin Tigers,Tokyo Yakult Swallows,18:00
Sunday 15 September 2024,Hiroshima Carp,Yokohama DeNA BayStars,18:00
Sunday 15 September 2024,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,13:00
Sunday 15 September 2024,Saitama Seibu Lions,Chiba Lotte Marines,18:00
Sunday 15 September 2024,Orix Buffaloes,Fukuoka SoftBank Hawks,13:00
Monday 16 September 2024,Yomiuri Giants,Chunichi Dragons,14:00
Monday 16 September 2024,Hanshin Tigers,Tokyo Yakult Swallows,14:00
Monday 16 September 2024,Hiroshima Carp,Yokohama DeNA BayStars,14:00
Monday 16 September 2024,Tohoku Rakuten Golden Eagles,Hokkaido Nippon-Ham Fighters,13:00
Monday 16 September 2024,Saitama Seibu Lions,Chiba Lotte Marines,13:00
Monday 16 September 2024,Orix Buffaloes,Fukuoka SoftBank Hawks,14:00
Tuesday 17 September 2024,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,18:00
Tuesday 17 September 2024,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,18:00
Wednesday 18 September 2024,Yomiuri Giants,Yokohama DeNA BayStars,18:00
Wednesday 18 September 2024,Tokyo Yakult Swallows,Hiroshima Carp,18:00
Wednesday 18 September 2024,Chunichi Dragons,Hanshin Tigers,18:00
Wednesday 18 September 2024,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,18:00
Wednesday 18 September 2024,Saitama Seibu Lions,Orix Buffaloes,18:00
Wednesday 18 September 2024,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,18:00
Thursday 19 September 2024,Yomiuri Giants,Yokohama DeNA BayStars,18:00
Thursday 19 September 2024,Tokyo Yakult Swallows,Hiroshima Carp,18:00
Thursday 19 September 2024,Chunichi Dragons,Hanshin Tigers,18:00
Friday 20 September 2024,Tokyo Yakult Swallows,Chunichi Dragons,18:00
Friday 20 September 2024,Yokohama DeNA BayStars,Hanshin Tigers,18:00
Friday 20 September 2024,Hiroshima Carp,Yomiuri Giants,18:00
Friday 20 September 2024,Hokkaido Nippon-Ham Fighters,Tohoku Rakuten Golden Eagles,18:00
Friday 20 September 2024,Fukuoka SoftBank Hawks,Orix Buffaloes,18:00
Saturday 21 September 2024,Tokyo Yakult Swallows,Chunichi Dragons,18:00
Saturday 21 September 2024,Yokohama DeNA BayStars,Hanshin Tigers,14:00
Saturday 21 September 2024,Hiroshima Carp,Yomiuri Giants,14:00
Saturday 21 September 2024,Chiba Lotte Marines,Saitama Seibu Lions,18:00
Saturday 21 September 2024,Orix Buffaloes,Hokkaido Nippon-Ham Fighters,18:00
Saturday 21 September 2024,Fukuoka SoftBank Hawks,Tohoku Rakuten Golden Eagles,18:00
Sunday 22 September 2024,Yokohama DeNA BayStars,Tokyo Yakult Swallows,14:00
Sunday 22 September 2024,Chunichi Dragons,Hiroshima Carp,18:00
Sunday 22 September 2024,Hanshin Tigers,Yomiuri Giants,18:00
Sunday 22 September 2024,Chiba Lotte Marines,Saitama Seibu Lions,18:00
Sunday 22 September 2024,Orix Buffaloes,Hokkaido Nippon-Ham Fighters,18:00
Sunday 22 September 2024,Fukuoka SoftBank Hawks,Tohoku Rakuten Golden Eagles,13:00
Monday 23 September 2024,Yokohama DeNA BayStars,Tokyo Yakult Swallows,14:00
Monday 23 September 2024,Chunichi Dragons,Hiroshima Carp,14:00
Monday 23 September 2024,Hanshin Tigers,Yomiuri Giants,14:00
Monday 23 September 2024,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,18:00
Monday 23 September 2024,Chiba Lotte Marines,Tohoku Rakuten Golden Eagles,17:00
Monday 23 September 2024,Orix Buffaloes,Fukuoka SoftBank Hawks,18:00
Tuesday 24 September 2024,Orix Buffaloes,Saitama Seibu Lions,18:00
Wednesday 25 September 2024,Yokohama DeNA BayStars,Yomiuri Giants,18:00
Wednesday 25 September 2024,Hanshin Tigers,Chunichi Dragons,18:00
Wednesday 25 September 2024,Hiroshima Carp,Tokyo Yakult Swallows,18:00
Wednesday 25 September 2024,Hokkaido Nippon-Ham Fighters,Tohoku Rakuten Golden Eagles,18:00
Wednesday 25 September 2024,Fukuoka SoftBank Hawks,Saitama Seibu Lions,18:00
Thursday 26 September 2024,Yokohama DeNA BayStars,Yomiuri Giants,18:00
Thursday 26 September 2024,Hiroshima Carp,Tokyo Yakult Swallows,18:00
Thursday 26 September 2024,Hokkaido Nippon-Ham Fighters,Tohoku Rakuten Golden Eagles,18:00
Thursday 26 September 2024,Chiba Lotte Marines,Orix Buffaloes,18:00
Thursday 26 September 2024,Fukuoka SoftBank Hawks,Saitama Seibu Lions,18:00
Friday 27 September 2024,Yomiuri Giants,Chunichi Dragons,18:00
Friday 27 September 2024,Yokohama DeNA BayStars,Tokyo Yakult Swallows,18:00
Friday 27 September 2024,Hiroshima Carp,Hanshin Tigers,18:00
Saturday 28 September 2024,Tokyo Yakult Swallows,Hanshin Tigers,18:00
Saturday 28 September 2024,Hiroshima Carp,Yomiuri Giants,18:00
Saturday 28 September 2024,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,14:00
Saturday 28 September 2024,Tohoku Rakuten Golden Eagles,Orix Buffaloes,13:00
Saturday 28 September 2024,Saitama Seibu Lions,Chiba Lotte Marines,13:00
Sunday 29 September 2024,Tokyo Yakult Swallows,Yomiuri Giants,18:00
Sunday 29 September 2024,Hanshin Tigers,Yokohama DeNA BayStars,18:00
Sunday 29 September 2024,Hiroshima Carp,Chunichi Dragons,14:00
Sunday 29 September 2024,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,13:00
Sunday 29 September 2024,Tohoku Rakuten Golden Eagles,Orix Buffaloes,13:00
Sunday 29 September 2024,Saitama Seibu Lions,Chiba Lotte Marines,14:00
Monday 30 September 2024,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,18:00
Monday 30 September 2024,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,18:00
Monday 30 September 2024,Fukuoka SoftBank Hawks,Orix Buffaloes,18:00
Tuesday 1 October 2024,Yokohama DeNA BayStars,Hiroshima Carp,18:00
Tuesday 1 October 2024,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,18:00
Tuesday 1 October 2024,Saitama Seibu Lions,Hokkaido Nippon-Ham Fighters,18:00
Tuesday 1 October 2024,Fukuoka SoftBank Hawks,Orix Buffaloes,18:00
Wednesday 2 October 2024,Yomiuri Giants,Yokohama DeNA BayStars,18:00
Wednesday 2 October 2024,Tokyo Yakult Swallows,Hiroshima Carp,18:00
Thursday 3 October 2024,Tokyo Yakult Swallows,Hiroshima Carp,18:00
Thursday 3 October 2024,Chiba Lotte Marines,Hokkaido Nippon-Ham Fighters,18:00
Thursday 3 October 2024,Fukuoka SoftBank Hawks,Tohoku Rakuten Golden Eagles,18:00
Friday 4 October 2024,Fukuoka SoftBank Hawks,Chiba Lotte Marines,18:00
